Brand,Model,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Mahindra,Mahindra Scorpio M2DI,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 Asta Option,27000,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Verna CRDi 1.6 SX Option,9000,Diesel,Dealer,Manual,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline BSIV,5400,Diesel,Dealer,Manual,Test Drive Car
Renault,Renault KWID Climber 1.0 MT Opt BSIV,1000,Petrol,Dealer,Manual,Test Drive Car
Hyundai,Hyundai Santro Asta,16000,Petrol,Dealer,Manual,First Owner
Ford,Ford Figo Aspire Titanium Plus Diesel,13000,Diesel,Dealer,Manual,Test Drive Car
Renault,Renault Pulse RxZ Optional,47000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Ciaz 1.4 Alpha,22000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Terrano XL P,30000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ciaz 1.4 Alpha,20000,Petrol,Individual,Manual,First Owner
Tata,Tata Manza Club Class Quadrajet90 LX,60000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Camry M/t,75000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto K10 LXI,64000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti SX4 S Cross DDiS 320 Delta,80000,Diesel,Individual,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxZ,90000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift ZXI Plus,30000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Corolla H3,120000,Petrol,Individual,Automatic,Second Owner
Maruti,Maruti Celerio ZXI,20000,Petrol,Dealer,Manual,First Owner
Tata,Tata Safari DICOR 2.2 EX 4x2,100000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,31000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto 800 LXI,47000,Petrol,Dealer,Manual,First Owner
Tata,Tata Nexon 1.2 Revotron XM,11200,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,35000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Wagon R Duo Lxi,50000,LPG,Dealer,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,55000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Omni E MPI STD BS IV,20000,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra Bolero B4,75000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Celerio VXI,93000,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT Option,57000,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti Eeco Smiles 5 Seater AC,30000,Petrol,Dealer,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxE,73000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,65000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift 1.3 VXi,62000,Petrol,Dealer,Manual,Second Owner
Hyundai,Hyundai Santro GLS I - Euro II,85000,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0 PS,73000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift ZDi,55000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Omni E MPI STD BS IV,5800,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 V Diesel 8-seater,350000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift ZXI Plus,30000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,20000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON Era Plus,20000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,100000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R Stingray VXI,65000,Petrol,Individual,Manual,First Owner
Ford,Ford Figo Diesel Celebration Edition,90000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 E Diesel MS 7-seater,267000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio 2.6 CRDe,250000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo D2,140000,Diesel,Individual,Manual,Second Owner
Honda,Honda City i-VTEC CVT ZX,22000,Petrol,Dealer,Automatic,First Owner
Honda,Honda Jazz Select Edition Active,60000,Petrol,Dealer,Manual,Second Owner
Honda,Honda City i-VTEC VX,28635,Petrol,Dealer,Manual,First Owner
Honda,Honda Amaze VX Diesel BSIV,32114,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Celerio VXI,82000,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti Swift VXI BSIII,95149,Petrol,Dealer,Manual,Second Owner
Honda,Honda Amaze VX i-VTEC,68458,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Ritz VXi,42000,Petrol,Individual,Manual,First Owner
Honda,Honda City i DTEC V,90000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai EON D Lite,30000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,80000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,128000,Diesel,Individual,Manual,First Owner
Nissan,Nissan Terrano XV Premium 110 PS,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,100000,Diesel,Individual,Manual,First Owner
Nissan,Nissan Sunny XV D Premium Leather,50000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Etios Liva GD,56000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON 1.0 Era Plus,21302,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.4 SX,100000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 T8,80000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Getz 1.3 GLS,105546,Petrol,Individual,Manual,First Owner
Toyota,Toyota Etios Liva 1.2 V,10000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 GX 7 STR BSIV,80000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Magna Optional 1.2,35000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Elite i20 Asta Option BSIV,11240,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,120000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Etios GD,120000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Swift VDI BSIV,70000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio VLX 2WD BSIV,130000,Diesel,Individual,Manual,Third Owner
Renault,Renault KWID RXL,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI,60000,Petrol,Individual,Manual,Second Owner
Honda,Honda City 1.5 S MT,110000,Petrol,Individual,Manual,First Owner
Honda,Honda City i DTEC VX,130000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDi,120000,Diesel,Individual,Manual,Second Owner
Honda,Honda Amaze E i-Dtech,104000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire LXi,100000,Petrol,Individual,Manual,Second Owner
Honda,Honda City 1.3 EXI,132343,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Creta 1.4 CRDi S Plus,90000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI BS IV,60000,Petrol,Individual,Manual,Second Owner
Honda,Honda Jazz 1.5 SV i DTEC,76000,Diesel,Individual,Manual,First Owner
Maruti,Maruti 800 EX,60000,Petrol,Individual,Manual,Third Owner
Mahindra,Mahindra Renault Logan 1.6 Petrol GLSX,30000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indigo LS,96000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Marazzo M8 8Str,10000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Etios Liva 1.4 VD,36000,Diesel,Dealer,Manual,First Owner
Honda,Honda Amaze VX O iDTEC,12997,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Ciaz 1.4 AT Zeta,40000,Petrol,Individual,Automatic,First Owner
Hyundai,Hyundai Verna CRDi 1.6 SX Option,26430,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift 1.3 VXI ABS,24600,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Wagon R LXI,28481,Petrol,Dealer,Manual,First Owner
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,100000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,41988,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Wagon R LXI,30375,Petrol,Dealer,Manual,First Owner
Renault,Renault KWID Climber 1.0 AMT BSIV,7658,Petrol,Dealer,Automatic,First Owner
Maruti,Maruti Swift Dzire VDI,34400,Diesel,Dealer,Manual,First Owner
Renault,Renault KWID RXL BSIV,18500,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto VXi,26134,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Wagon R AMT VXI,28942,Petrol,Dealer,Automatic,First Owner
Mahindra,Mahindra XUV500 W8 2WD,53600,Diesel,Dealer,Manual,First Owner
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,53652,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Ritz VDi,52895,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna SX Diesel,42324,Diesel,Dealer,Manual,Second Owner
Mahindra,Mahindra XUV500 W10 1.99 mHawk,65000,Diesel,Dealer,Manual,First Owner
Mahindra,Mahindra Scorpio EX,60236,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI BS IV,70000,Petrol,Individual,Manual,Third Owner
Mahindra,Mahindra Xylo E8,100000,Diesel,Individual,Manual,Second Owner
Fiat,Fiat 500 Lounge,110000,Diesel,Individual,Manual,First Owner
Renault,Renault Triber RXT BSIV,10300,Petrol,Individual,Manual,First Owner
Fiat,Fiat Grande Punto EVO 1.3 Active,120000,Diesel,Individual,Manual,Second Owner
Tata,Tata New Safari 4X4 EX,142000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 mHAWK100 T8,25000,Diesel,Individual,Manual,First Owner
Tata,Tata Altroz XE,5000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX,52600,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,28643,Petrol,Dealer,Manual,First Owner
Honda,Honda City i DTEC VX,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R ZXI 1.2,30000,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Santro Sportz BSIV,5000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 AT W10 FWD,30000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Baleno Delta Automatic,7600,Petrol,Individual,Automatic,First Owner
Chevrolet,Chevrolet Beat Diesel LS,47253,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Alto K10 VXI AGS,4432,Petrol,Dealer,Automatic,Second Owner
Tata,Tata Indica GLS BS IV,110000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 Sportz,25000,Petrol,Individual,Manual,First Owner
Tata,Tata Indica Vista Terra 1.4 TDI,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Active S Petrol,68523,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai EON 1.0 Era Plus,5000,Petrol,Individual,Manual,First Owner
Tata,Tata Tigor 1.2 Revotron XT,40000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 CRDi E,43000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto Green LXi (CNG),80251,CNG,Dealer,Manual,Second Owner
Hyundai,Hyundai i20 1.2 Era,34500,Petrol,Individual,Manual,Second Owner
Ford,Ford Ikon 1.4 ZXi,42743,Petrol,Dealer,Manual,Third Owner
Chevrolet,Chevrolet Beat Diesel LS,93900,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Zen VXi - BS III,80000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LS,110000,Diesel,Individual,Manual,First Owner
BMW,BMW 7 Series 730Ld,100000,Diesel,Individual,Automatic,Second Owner
Chevrolet,Chevrolet Optra Magnum 2.0 LT,25000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Optra Magnum 2.0 LT,25000,Diesel,Individual,Manual,First Owner
Maruti,Maruti A-Star Lxi,25000,Petrol,Individual,Manual,First Owner
Ford,Ford Endeavour 3.2 Titanium AT 4X4,20000,Diesel,Individual,Automatic,First Owner
Chevrolet,Chevrolet Spark 1.0 LT,10000,Petrol,Individual,Manual,First Owner
Honda,Honda WR-V i-DTEC VX,30000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Accent GLX,110000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Ertiga VDI Limited Edition,80000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra KUV 100 mFALCON G80 K2 Plus,21000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI,20000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,32000,Diesel,Individual,Manual,First Owner
Mitsubishi,Mitsubishi Montero 3.2 MT,180000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,50000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,50000,Diesel,Individual,Manual,First Owner
Ford,Ford Endeavour 4x2 XLT,120000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON Sportz,55766,Petrol,Individual,Manual,Second Owner
Nissan,Nissan Micra XL,40000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti 800 Std,60000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Swift LXi BSIV,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDi,110000,Diesel,Individual,Manual,Second Owner
Renault,Renault Duster 85PS Diesel RxL,1000,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti Ignis 1.3 Delta,26350,Diesel,Dealer,Manual,First Owner
Maruti,Maruti SX4 Vxi BSIV,110000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indigo CS LX (TDI) BS-III,68745,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Alto 800 LXI,132000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus SLX,35000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W6 2WD,47000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo TDI,100000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Terra 1.4 TDI,80000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing XL eRLX Euro III,40000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto K10 VXI AGS,27289,Petrol,Dealer,Automatic,First Owner
Tata,Tata Tiago XZA AMT,10980,Petrol,Dealer,Automatic,First Owner
Hyundai,Hyundai EON Era Plus,24662,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,37000,Diesel,Dealer,Manual,First Owner
Nissan,Nissan Evalia XV,28245,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,27005,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai i10 Magna,39227,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra KUV 100 D75 K4 Plus 5Str,31367,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Wagon R LXI,35008,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,27005,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Zen VX,86000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift VDI,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Delta 1.3,20000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.2,50000,Petrol,Individual,Manual,First Owner
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,80000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Omni LPG STD BSIV,135000,LPG,Individual,Manual,Fourth & Above Owner
Maruti,Maruti Zen D PS,120000,Diesel,Individual,Manual,Third Owner
Fiat,Fiat Linea 1.3 Multijet Emotion,113600,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,70000,Petrol,Individual,Manual,Third Owner
Ford,Ford Aspire Titanium Plus Diesel BSIV,20000,Diesel,Dealer,Manual,First Owner
Ford,Ford Aspire Titanium Plus BSIV,14000,Petrol,Dealer,Manual,First Owner
Ford,Ford Freestyle Titanium Plus Diesel BSIV,26000,Diesel,Dealer,Manual,First Owner
Honda,Honda City i VTEC V,138925,Petrol,Dealer,Manual,First Owner
Honda,Honda Jazz 1.5 VX i DTEC,121764,Diesel,Dealer,Manual,First Owner
Honda,Honda Jazz 1.2 VX i VTEC,105429,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto 800 LXI,35000,Petrol,Individual,Manual,First Owner
Tata,Tata Bolt Quadrajet XE,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift ZXI Plus,5000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Aveo U-VA 1.2 LT,70000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Wagon R VXI,80000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi,20000,Diesel,Individual,Manual,First Owner
Tata,Tata Nexon 1.2 Revotron XZ Plus,8000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Asta (o),54000,Petrol,Dealer,Manual,Second Owner
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,55300,Diesel,Dealer,Automatic,First Owner
Honda,Honda Amaze S i-VTEC,11958,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Creta 1.6 SX Option,9000,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,70000,Diesel,Individual,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL Optional,120000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.2,23122,Petrol,Dealer,Manual,Second Owner
Hyundai,Hyundai Santro Xing XO,58000,Petrol,Dealer,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 SLE,62200,Diesel,Dealer,Manual,First Owner
Audi,Audi A6 2.0 TDI Premium Plus,34000,Diesel,Dealer,Automatic,Second Owner
Fiat,Fiat Avventura MULTIJET Emotion,53000,Diesel,Individual,Manual,Second Owner
Audi,Audi A8 4.2 TDI,49000,Diesel,Dealer,Automatic,First Owner
Datsun,Datsun RediGO 1.0 S,15000,Petrol,Dealer,Manual,Second Owner
Chevrolet,Chevrolet Cruze LT,44500,Diesel,Dealer,Manual,Second Owner
Volkswagen,Volkswagen Jetta 1.4 TSI Comfortline,50000,Petrol,Individual,Manual,First Owner
Audi,Audi A4 2.0 TDI 177 Bhp Premium Plus,53000,Diesel,Dealer,Automatic,First Owner
Honda,Honda Civic 1.8 V AT,63500,Petrol,Dealer,Automatic,First Owner
Mercedes-Benz,Mercedes-Benz E-Class Exclusive E 200 BSIV,9800,Petrol,Dealer,Automatic,First Owner
Volkswagen,Volkswagen Polo GTI,13599,Petrol,Dealer,Automatic,First Owner
BMW,BMW X1 sDrive 20d xLine,13000,Diesel,Individual,Automatic,First Owner
Chevrolet,Chevrolet Beat Diesel,110000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio SLE BSIV,100000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift 1.3 VXI ABS,110000,Petrol,Individual,Manual,Third Owner
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,90000,Diesel,Individual,Manual,Second Owner
Tata,Tata Tigor 1.2 Revotron XZ Option,17000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LX,140000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Xylo D4,50000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra KUV 100 mFALCON G80 K8 5str,53000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI Optional,70000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat Diesel LT,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Getz 1.5 CRDi GVS,154000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai EON Sportz,80000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen D PS,110000,Diesel,Individual,Manual,Second Owner
Honda,Honda Amaze EX i-Dtech,90000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova Crysta 2.4 VX MT 8S BSIV,15000,Diesel,Individual,Manual,First Owner
BMW,BMW X1 sDrive20d,86000,Diesel,Individual,Automatic,Second Owner
Mahindra,Mahindra Scorpio M2DI,120000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,5200,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat LS,60000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai i10 Era 1.1 iTech SE,46000,Petrol,Individual,Manual,First Owner
Tata,Tata Indigo GLX,40000,Petrol,Individual,Manual,Second Owner
Honda,Honda City i DTEC VX,90000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna CRDi 1.6 SX,25000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,90000,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Polo 1.5 TDI Highline,70000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.2 Spotz,70000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Elite i20 Magna Plus Diesel,35000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,12700,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Ritz LDi,80000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W10 2WD,20000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,20000,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,19000,Petrol,Individual,Manual,First Owner
Fiat,Fiat Grande Punto Active (Diesel),95000,Diesel,Individual,Manual,Second Owner
BMW,BMW X1 sDrive 20d xLine,9500,Diesel,Individual,Automatic,First Owner
Skoda,Skoda Fabia 1.2 MPI Ambition Plus,50000,Petrol,Individual,Manual,First Owner
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,90000,Diesel,Individual,Manual,First Owner
Ford,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,45839,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Aveo 1.4 LS,74510,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,87293,Petrol,Dealer,Manual,First Owner
Ford,Ford Figo Diesel EXI,156040,Diesel,Dealer,Manual,First Owner
Ford,Ford Endeavour 2.5L 4X2 MT,93415,Diesel,Dealer,Manual,First Owner
Ford,Ford Aspire Titanium BSIV,101159,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai EON 1.0 Kappa Magna Plus,80000,Petrol,Individual,Manual,Second Owner
Tata,Tata Tiago 2019-2020 XZ,12000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift ZXI,90000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0 LT,68519,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LS,55130,Diesel,Dealer,Manual,First Owner
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,65239,Petrol,Dealer,Manual,First Owner
Volkswagen,Volkswagen Polo 1.2 MPI Comfortline,58182,Petrol,Dealer,Manual,First Owner
Ford,Ford Fiesta Diesel Trend,91245,Diesel,Dealer,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,102989,Diesel,Dealer,Manual,First Owner
Honda,Honda City 1.5 E MT,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen VXI,120000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,90000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,25000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI Minor,80000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indigo TDI,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Zeta 1.3,70000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Jeep MM 550 XDB,50000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Alto STD,100000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Celerio VDi,90000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Esteem Lxi,60000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Alto LX,120000,Petrol,Individual,Manual,Third Owner
Volkswagen,Volkswagen Jetta 1.9 Highline TDI,90000,Diesel,Individual,Automatic,Second Owner
Maruti,Maruti Swift VDI BSIV,60000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Active 1.4 SX with AVN,30000,Diesel,Individual,Manual,Second Owner
Ford,Ford Figo Diesel ZXI,108000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 1.4 CRDi Magna,160000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi BSIII,90000,Petrol,Individual,Manual,Third Owner
Mahindra,Mahindra Xylo E4 8S,120000,Diesel,Individual,Manual,Third Owner
Mahindra,Mahindra XUV500 W8 2WD,102000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero SLE,178000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,200000,Diesel,Individual,Manual,Second Owner
Ford,Ford Fiesta Petrol Trend,60000,Petrol,Dealer,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron XE,3000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,75118,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Ritz LDi,140000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Xcent 1.2 Kappa Base,60000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Optra 1.6,79000,Petrol,Dealer,Manual,Fourth & Above Owner
Ford,Ford Ikon 1.6 ZXI NXt,25000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Getz GLS,70000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing GL Plus,41723,Petrol,Individual,Manual,Second Owner
Maruti,Maruti SX4 Vxi BSIV,70000,Petrol,Individual,Manual,First Owner
Tata,Tata Indigo LS,70000,Diesel,Individual,Manual,Second Owner
Ford,Ford Ikon 1.3 Flair,4637,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift VDI BSIV,70000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire LDIX Limited Edition,100000,Diesel,Individual,Manual,Second Owner
Tata,Tata Indica Vista Aqua 1.3 Quadrajet,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift 1.3 DLX,40000,Diesel,Individual,Manual,Second Owner
