Brand,Model,Year,Selling_Price
Hyundai,Hyundai Elite i20 Asta Option CVT BSIV,2019,720000
Toyota,Toyota Innova Crysta 2.4 GX AT,2018,1725000
Tata,Tata Tiago 1.2 Revotron XZ,2018,539000
Maruti,Maruti Celerio ZXI,2017,420000
Maruti,Maruti Omni E 8 Str STD,2001,85000
OpelCorsa,OpelCorsa 1.6Gls,2004,142000
Hyundai,Hyundai EON D Lite,2014,180000
Chevrolet,Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000
Mahindra,Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000
Hyundai,Hyundai Santro Xing XG,2003,85000
Honda,Honda Brio 1.2 S MT,2016,350000
Datsun,Datsun GO Plus T BSIV,2015,380000
Hyundai,Hyundai i10 Era,2009,140000
Maruti,Maruti Wagon R VXI BS IV,2012,200000
Hyundai,Hyundai Santro Xing GL,2011,150000
Tata,Tata Indica Vista Quadrajet LS,2012,150000
Maruti,Maruti 800 Std BSII,2006,90000
Mahindra,Mahindra Bolero SLX 2WD,2007,300000
Renault,Renault KWID RXT,2017,280000
Maruti,Maruti Alto K10 2010-2014 VXI,2011,200000
Chevrolet,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000
Hyundai,Hyundai i10 Magna,2008,140000
Hyundai,Hyundai Creta 1.4 EX Diesel,2020,1050000
Honda,Honda City i-VTEC VX,2018,1150000
Honda,Honda BR-V i-DTEC VX MT,2016,910000
Ford,Ford Figo Diesel Titanium,2010,160000
Maruti,Maruti Zen LX,2004,105000
Skoda,Skoda Octavia Elegance 2.0 TDI AT,2014,1200000
Renault,Renault KWID 1.0 RXT Optional,2018,300000
Maruti,Maruti Wagon R LXI,2004,70000
Chevrolet,Chevrolet Beat Diesel,2012,160000
Chevrolet,Chevrolet Beat Diesel LS,2012,160000
Chevrolet,Chevrolet Sail Hatchback LT ABS,2013,225000
Honda,Honda Jazz 1.5 VX i DTEC,2018,790000
Honda,Honda City 1.3 EXI,2002,145000
Honda,Honda City i-VTEC ZX,2018,1200000
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000
Hyundai,Hyundai EON D Lite,2016,210000
Hyundai,Hyundai Getz 1.5 CRDi GVS,2008,110000
Maruti,Maruti Swift LXI,2011,175000
Maruti,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000
Renault,Renault Lodgy Stepway 85PS RXZ 8S,2017,650000
Maruti,Maruti Swift VXI,2019,550000
Maruti,Maruti Alto LX BSIII,2008,85000
Maruti,Maruti Celerio LXI MT BSIV,2019,340000
Renault,Renault Captur 1.5 Diesel RXT,2017,825000
Toyota,Toyota Etios 1.5 V,2016,509999
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Maruti,Maruti Baleno Alpha 1.3,2017,650000
Chevrolet,Chevrolet Spark 1.0 LS,2011,140000
Maruti,Maruti Alto LXi,2011,150000
Datsun,Datsun GO Plus A Option Petrol,2018,450000
Hyundai,Hyundai Accent CRDi,2006,170000
Renault,Renault KWID 1.0 RXT Optional,2017,400000
Tata,Tata Tiago 1.2 Revotron XE,2016,300000
Maruti,Maruti Alto 800 Base,2012,250000
Tata,Tata Tigor 1.2 Revotron XM,2019,500000
Hyundai,Hyundai Accent CRDi,2002,85000
Nissan,Nissan Sunny Diesel XL,2012,300000
Hyundai,Hyundai Santro GS,2005,80000
Mahindra,Mahindra XUV500 AT W8 FWD,2015,740000
Hyundai,Hyundai Santro Xing XG,2005,70000
Hyundai,Hyundai Santro Sportz AMT,2019,484999
Nissan,Nissan Micra Active XV S,2013,164000
Honda,Honda City 1.5 V AT,2008,140000
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Elegance,2011,999000
Maruti,Maruti Alto LXI,2005,56000
BMW,BMW 7 Series 730Ld,2006,1050000
Hyundai,Hyundai Verna 1.6 VTVT,2010,190000
Audi,Audi Q5 3.0 TDI Quattro Technology,2018,3899000
Hyundai,Hyundai i10 Sportz 1.2,2011,235000
Datsun,Datsun GO Plus T,2017,350000
Renault,Renault Duster 110PS Diesel RxL,2015,465000
Toyota,Toyota Camry Hybrid 2.5,2017,1900000
Honda,Honda City i DTec SV,2014,450000
Volkswagen,Volkswagen Jetta 2.0L TDI Highline,2015,790000
Mahindra,Mahindra Marazzo M2 8Str,2019,900000
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000
Chevrolet,Chevrolet Spark 1.0 LS,2009,135000
Maruti,Maruti Celerio ZXI MT BSIV,2019,425000
Tata,Tata Indica Vista Terra 1.4 TDI,2010,100000
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000
Tata,Tata Indica Vista Aqua 1.4 TDI,2011,90000
Hyundai,Hyundai EON Era Plus,2017,250000
Maruti,Maruti Swift Dzire VDI,2014,300000
Maruti,Maruti Wagon R VXI BS IV,2014,275000
Honda,Honda BRV i-VTEC V MT,2017,600000
Renault,Renault KWID RXT,2016,270000
Renault,Renault KWID RXT Optional,2016,240000
Skoda,Skoda Octavia Elegance 2.0 TDI AT,2014,1200000
Chevrolet,Chevrolet Beat Diesel LS,2012,160000
Honda,Honda Jazz 1.5 VX i DTEC,2018,790000
Honda,Honda City i-VTEC ZX,2018,1200000
Maruti,Maruti Swift LXI,2011,175000
Maruti,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000
Maruti,Maruti Celerio LXI MT BSIV,2019,340000
Renault,Renault Captur 1.5 Diesel RXT,2017,825000
Audi,Audi A4 30 TFSI Technology,2018,3100000
Honda,Honda Amaze VX Diesel BSIV,2018,780000
Toyota,Toyota Corolla Altis 1.8 VL AT,2010,350000
Honda,Honda Amaze VX Petrol BSIV,2018,690000
Maruti,Maruti Alto 800 VXI,2016,245000
Honda,Honda Amaze VX Diesel BSIV,2018,790000
Honda,Honda Amaze VX i-VTEC,2018,680000
Hyundai,Hyundai Grand i10 Asta Option,2017,540000
Mahindra,Mahindra KUV 100 mFALCON G80 K2,2016,425000
Maruti,Maruti Zen Estilo Sports,2008,140000
Maruti,Maruti Ertiga ZDI Plus,2019,1100000
Renault,Renault Lodgy 85PS RxL,2015,715000
Maruti,Maruti Swift VXI,2013,370000
Hyundai,Hyundai Verna CRDi ABS,2007,175000
Mercedes-Benz,Mercedes-Benz E-Class 230,1998,1000000
Maruti,Maruti Alto 800 LXI,2013,92800
Tata,Tata Xenon XT EX 4X2,2014,291000
Maruti,Maruti Alto 800 LXI,2013,92800
Renault,Renault KWID 1.0 RXT Optional,2016,350000
Maruti,Maruti Omni 5 Str STD,1998,65000
Maruti,Maruti Swift Dzire VDI,2015,650000
Maruti,Maruti Wagon R LX BS IV,2014,350000
Maruti,Maruti Wagon R LXI,2005,75000
Hyundai,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000
Hyundai,Hyundai Santro Xing GLS,2013,270000
Toyota,Toyota Innova 2.5 V Diesel 7-seater,2014,1150000
Maruti,Maruti Omni 8 Seater BSII,2015,238000
Mercedes-Benz,Mercedes-Benz B Class B180 Sports,2013,1100000
Mahindra,Mahindra XUV500 W10 2WD,2015,1200000
Skoda,Skoda Fabia 1.2L Diesel Ambiente,2010,260000
Toyota,Toyota Etios VD,2012,350000
Toyota,Toyota Etios Liva VD,2015,480000
Toyota,Toyota Etios Liva GD,2012,345000
Mahindra,Mahindra Scorpio M2DI,2013,500000
Hyundai,Hyundai Grand i10 Asta Option,2017,595000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2019,1295000
Volkswagen,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000
Renault,Renault KWID Climber 1.0 MT Opt BSIV,2020,541000
Hyundai,Hyundai Santro Asta,2018,515000
Ford,Ford Figo Aspire Titanium Plus Diesel,2019,894999
Renault,Renault Pulse RxZ Optional,2012,325000
Maruti,Maruti Ciaz 1.4 Alpha,2018,925000
Nissan,Nissan Terrano XL P,2017,844999
Maruti,Maruti Ciaz 1.4 Alpha,2018,925000
Tata,Tata Manza Club Class Quadrajet90 LX,2013,300000
Toyota,Toyota Camry M/t,2008,650000
Maruti,Maruti Alto K10 LXI,2010,175000
Maruti,Maruti SX4 S Cross DDiS 320 Delta,2015,325000
Renault,Renault Duster 85PS Diesel RxZ,2017,600000
Maruti,Maruti Swift ZXI Plus,2018,700000
Toyota,Toyota Corolla H3,2003,95000
Maruti,Maruti Celerio ZXI,2019,490000
Tata,Tata Safari DICOR 2.2 EX 4x2,2013,380000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000
Maruti,Maruti Alto 800 LXI,2013,225000
Tata,Tata Nexon 1.2 Revotron XM,2018,570000
Maruti,Maruti Alto 800 LXI,2018,305000
Maruti,Maruti Wagon R Duo Lxi,2010,240000
Maruti,Maruti Ertiga SHVS VDI,2015,700000
Maruti,Maruti Omni E MPI STD BS IV,2018,288000
Mahindra,Mahindra Bolero B4,2017,800000
Maruti,Maruti Celerio VXI,2017,430000
Chevrolet,Chevrolet Beat Diesel LT Option,2009,195000
Maruti,Maruti Eeco Smiles 5 Seater AC,2014,325000
Renault,Renault Duster 85PS Diesel RxE,2013,450000
Maruti,Maruti Swift Dzire VDI,2016,630000
Maruti,Maruti Swift 1.3 VXi,2009,250000
Hyundai,Hyundai Santro GLS I - Euro II,2007,135000
Chevrolet,Chevrolet Spark 1.0 PS,2010,110000
Maruti,Maruti Swift ZDi,2012,350000
Maruti,Maruti Omni E MPI STD BS IV,2016,240000
Toyota,Toyota Innova 2.5 V Diesel 8-seater,2009,350000
Maruti,Maruti Swift ZXI Plus,2018,600000
Maruti,Maruti Swift Dzire VDI,2018,750000
Hyundai,Hyundai EON Era Plus,2018,270000
Maruti,Maruti Alto LXi,2007,90000
Maruti,Maruti Wagon R Stingray VXI,2013,350000
Ford,Ford Figo Diesel Celebration Edition,2013,285000
Toyota,Toyota Innova 2.5 E Diesel MS 7-seater,2011,665000
Mahindra,Mahindra Scorpio 2.6 CRDe,2005,175000
Mahindra,Mahindra Xylo D2,2011,350000
Honda,Honda City i-VTEC CVT ZX,2018,1225000
Honda,Honda Jazz Select Edition Active,2010,285000
Honda,Honda City i-VTEC VX,2018,1000000
Honda,Honda Amaze VX Diesel BSIV,2018,780000
Maruti,Maruti Celerio VXI,2014,300000
Maruti,Maruti Swift VXI BSIII,2006,160000
Honda,Honda Amaze VX i-VTEC,2018,625000
Maruti,Maruti Ritz VXi,2010,265000
Honda,Honda City i DTEC V,2014,515000
Hyundai,Hyundai EON D Lite,2016,210000
Maruti,Maruti Alto LXi,2009,140000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000
Nissan,Nissan Terrano XV Premium 110 PS,2013,750000
Maruti,Maruti Baleno Alpha 1.3,2016,610000
Nissan,Nissan Sunny XV D Premium Leather,2015,450000
Toyota,Toyota Etios Liva GD,2012,409999
Hyundai,Hyundai EON 1.0 Era Plus,2018,100000
Hyundai,Hyundai i20 Active 1.4 SX,2016,650000
Mahindra,Mahindra TUV 300 T8,2017,650000
Hyundai,Hyundai Getz 1.3 GLS,2010,150000
Toyota,Toyota Etios Liva 1.2 V,2018,500000
Toyota,Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000
Hyundai,Hyundai i20 Magna Optional 1.2,2013,340000
Hyundai,Hyundai Elite i20 Asta Option BSIV,2019,800000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000
Toyota,Toyota Etios GD,2011,350000
Maruti,Maruti Swift VDI BSIV,2016,595000
Mahindra,Mahindra Scorpio VLX 2WD BSIV,2014,700000
Renault,Renault KWID RXL,2019,265000
Maruti,Maruti Alto K10 VXI,2015,320000
Honda,Honda City 1.5 S MT,2011,310000
Honda,Honda City i DTEC VX,2014,700000
Maruti,Maruti Alto LXi BSIII,2009,130000
Maruti,Maruti Swift Dzire VDi,2009,150000
Honda,Honda Amaze E i-Dtech,2015,300000
Maruti,Maruti Swift Dzire LXi,2011,150000
Honda,Honda City 1.3 EXI,2003,120000
Hyundai,Hyundai Creta 1.4 CRDi S Plus,2016,950000
Maruti,Maruti Wagon R VXI BS IV,2007,100000
Honda,Honda Jazz 1.5 SV i DTEC,2015,450000
Maruti,Maruti 800 EX,2004,30000
Mahindra,Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000
Tata,Tata Indigo LS,2010,250000
Mahindra,Mahindra Marazzo M8 8Str,2018,1300000
Toyota,Toyota Etios Liva 1.4 VD,2017,425000
Honda,Honda Amaze VX O iDTEC,2017,550000
Maruti,Maruti Ciaz 1.4 AT Zeta,2017,500000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,2018,1150000
Maruti,Maruti Swift 1.3 VXI ABS,2015,475000
Maruti,Maruti Wagon R LXI,2011,260000
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000
Mahindra,Mahindra XUV500 W8 2WD,2013,750000
Maruti,Maruti Wagon R LXI,2009,180000
Renault,Renault KWID Climber 1.0 AMT BSIV,2017,350000
Maruti,Maruti Swift Dzire VDI,2017,611000
Renault,Renault KWID RXL BSIV,2017,325000
Maruti,Maruti Alto VXi,2015,280000
Maruti,Maruti Wagon R AMT VXI,2014,300000
Mahindra,Mahindra XUV500 W8 2WD,2012,711000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000
Maruti,Maruti Ritz VDi,2011,260000
Hyundai,Hyundai Verna SX Diesel,2013,550000
Mahindra,Mahindra XUV500 W10 1.99 mHawk,2016,1044999
Mahindra,Mahindra Scorpio EX,2012,550000
Maruti,Maruti Wagon R VXI BS IV,2014,210000
Maruti,Maruti Wagon R VXI BS IV,2014,210000
Mahindra,Mahindra Xylo E8,2009,290000
Fiat,Fiat 500 Lounge,2008,250999
Renault,Renault Triber RXT BSIV,2019,600000
Fiat,Fiat Grande Punto EVO 1.3 Active,2014,270000
Tata,Tata New Safari 4X4 EX,2012,550000
Mahindra,Mahindra TUV 300 mHAWK100 T8,2017,800000
Tata,Tata Altroz XE,2020,500000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000
Honda,Honda City i DTEC VX,2014,600000
Maruti,Maruti Wagon R ZXI 1.2,2019,575000
Hyundai,Hyundai Santro Sportz BSIV,2020,520000
Mahindra,Mahindra XUV500 AT W10 FWD,2018,1400000
Maruti,Maruti Baleno Delta Automatic,2018,600000
Chevrolet,Chevrolet Beat Diesel LS,2013,195000
Maruti,Maruti Alto K10 VXI AGS,2015,281000
Tata,Tata Indica GLS BS IV,2010,75000
Hyundai,Hyundai Grand i10 Sportz,2014,400000
Tata,Tata Indica Vista Terra 1.4 TDI,2009,93000
Hyundai,Hyundai i20 Active S Petrol,2016,560000
Hyundai,Hyundai EON 1.0 Era Plus,2019,400000
Tata,Tata Tigor 1.2 Revotron XT,2018,459999
Hyundai,Hyundai Xcent 1.2 CRDi E,2017,450000
Maruti,Maruti Alto Green LXi (CNG),2010,88000
Hyundai,Hyundai i20 1.2 Era,2010,250000
Ford,Ford Ikon 1.4 ZXi,2000,22000
Chevrolet,Chevrolet Beat Diesel LS,2013,130000
Maruti,Maruti Zen VXi - BS III,2004,79000
Chevrolet,Chevrolet Beat Diesel LS,2012,120000
BMW,BMW 7 Series 730Ld,2011,1700000
Chevrolet,Chevrolet Optra Magnum 2.0 LT,2012,300000
Chevrolet,Chevrolet Optra Magnum 2.0 LT,2012,300000
Maruti,Maruti A-Star Lxi,2009,145000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000
Chevrolet,Chevrolet Spark 1.0 LT,2013,240000
Honda,Honda WR-V i-DTEC VX,2018,700000
Hyundai,Hyundai Accent GLX,2010,145000
Maruti,Maruti Ertiga VDI Limited Edition,2014,535000
Mahindra,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000
Maruti,Maruti Alto K10 VXI,2016,350000
Maruti,Maruti Swift VDI BSIV,2015,550000
Mitsubishi,Mitsubishi Montero 3.2 MT,2007,750000
Tata,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000
Ford,Ford Endeavour 4x2 XLT,2004,195000
Hyundai,Hyundai EON Sportz,2012,150000
Nissan,Nissan Micra XL,2011,275000
Maruti,Maruti 800 Std,2001,65000
Maruti,Maruti Swift LXi BSIV,2008,200000
Maruti,Maruti Swift Dzire VDi,2010,250000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Maruti,Maruti Ignis 1.3 Delta,2018,590000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Tata,Tata Indigo CS LX (TDI) BS-III,2015,225000
Maruti,Maruti Alto 800 LXI,2006,165000
Mahindra,Mahindra Bolero Power Plus SLX,2019,860000
Mahindra,Mahindra XUV500 W6 2WD,2016,900000
Tata,Tata Indigo TDI,2013,182000
Tata,Tata Indica Vista Terra 1.4 TDI,2010,100000
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2006,100000
Maruti,Maruti Alto K10 VXI AGS,2017,375000
Tata,Tata Tiago XZA AMT,2018,525000
Hyundai,Hyundai EON Era Plus,2016,320000
Maruti,Maruti Swift Dzire VDI,2013,525000
Nissan,Nissan Evalia XV,2014,650000
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000
Hyundai,Hyundai i10 Magna,2014,355000
Mahindra,Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000
Maruti,Maruti Wagon R LXI,2008,221000
Hyundai,Hyundai Santro Xing GLS,2009,195000
Maruti,Maruti Zen VX,2001,85000
Maruti,Maruti Swift VDI,2013,400000
Maruti,Maruti Baleno Delta 1.3,2017,650000
Hyundai,Hyundai i10 Magna 1.2,2010,400000
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000
Maruti,Maruti Omni LPG STD BSIV,2006,60000
Maruti,Maruti Zen D PS,2003,110000
Fiat,Fiat Linea 1.3 Multijet Emotion,2015,550000
Hyundai,Hyundai Santro Xing GLS,2008,190000
Ford,Ford Aspire Titanium Plus Diesel BSIV,2018,861999
Ford,Ford Aspire Titanium Plus BSIV,2018,782000
Ford,Ford Freestyle Titanium Plus Diesel BSIV,2018,836000
Honda,Honda City i VTEC V,2016,696000
Honda,Honda Jazz 1.5 VX i DTEC,2016,596000
Honda,Honda Jazz 1.2 VX i VTEC,2016,612000
Maruti,Maruti Alto 800 LXI,2015,114999
Tata,Tata Bolt Quadrajet XE,2017,340000
Maruti,Maruti Swift ZXI Plus,2020,550000
Chevrolet,Chevrolet Aveo U-VA 1.2 LT,2008,114999
Maruti,Maruti Wagon R VXI,2000,105000
Maruti,Maruti Vitara Brezza ZDi,2019,890000
Tata,Tata Nexon 1.2 Revotron XZ Plus,2019,715000
Hyundai,Hyundai i20 Asta (o),2014,525000
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,2012,735000
Honda,Honda Amaze S i-VTEC,2016,495000
Hyundai,Hyundai Creta 1.6 SX Option,2017,1025000
Mahindra,Mahindra XUV500 W8 2WD,2015,750000
Renault,Renault Duster 85PS Diesel RxL Optional,2013,600000
Hyundai,Hyundai i20 Asta 1.2,2014,475000
Hyundai,Hyundai Santro Xing XO,2007,80000
Mahindra,Mahindra Bolero 2011-2019 SLE,2013,325000
Audi,Audi A6 2.0 TDI Premium Plus,2014,1470000
Fiat,Fiat Avventura MULTIJET Emotion,2015,350000
Audi,Audi A8 4.2 TDI,2013,2800000
Datsun,Datsun RediGO 1.0 S,2017,210000
Chevrolet,Chevrolet Cruze LT,2012,349000
Volkswagen,Volkswagen Jetta 1.4 TSI Comfortline,2013,450000
Audi,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1150000
Honda,Honda Civic 1.8 V AT,2009,210000
Mercedes-Benz,Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,4500000
Volkswagen,Volkswagen Polo GTI,2017,825000
BMW,BMW X1 sDrive 20d xLine,2017,2750000
Chevrolet,Chevrolet Beat Diesel,2012,160000
Mahindra,Mahindra Scorpio SLE BSIV,2014,550000
Maruti,Maruti Swift 1.3 VXI ABS,2006,95000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000
Tata,Tata Tigor 1.2 Revotron XZ Option,2019,670000
Maruti,Maruti Alto LX,2008,65000
Mahindra,Mahindra Xylo D4,2015,500000
Mahindra,Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000
Maruti,Maruti Wagon R VXI Optional,2017,350000
Chevrolet,Chevrolet Beat Diesel LT,2012,200000
Hyundai,Hyundai Getz 1.5 CRDi GVS,2008,110000
Hyundai,Hyundai EON Sportz,2012,150000
Maruti,Maruti Zen D PS,2003,75000
Honda,Honda Amaze EX i-Dtech,2013,350000
Toyota,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000
BMW,BMW X1 sDrive20d,2011,890000
Mahindra,Mahindra Scorpio M2DI,2014,500000
Hyundai,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000
Chevrolet,Chevrolet Beat LS,2010,99000
Hyundai,Hyundai i10 Era 1.1 iTech SE,2011,235000
Tata,Tata Indigo GLX,2006,75000
Honda,Honda City i DTEC VX,2014,600000
Hyundai,Hyundai Verna CRDi 1.6 SX,2019,1000000
Hyundai,Hyundai Verna 1.6 SX,2012,390000
Volkswagen,Volkswagen Polo 1.5 TDI Highline,2015,600000
Hyundai,Hyundai i20 1.2 Spotz,2017,600000
Hyundai,Hyundai Elite i20 Magna Plus Diesel,2019,730000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000
Maruti,Maruti Ritz LDi,2011,250000
Mahindra,Mahindra XUV500 W10 2WD,2018,1400000
Renault,Renault KWID 1.0 RXT Optional,2018,300000
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000
Fiat,Fiat Grande Punto Active (Diesel),2009,125000
BMW,BMW X1 sDrive 20d xLine,2019,2600000
Skoda,Skoda Fabia 1.2 MPI Ambition Plus,2012,300000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2012,295000
Ford,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000
Chevrolet,Chevrolet Aveo 1.4 LS,2010,200000
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,2009,130000
Ford,Ford Figo Diesel EXI,2012,250000
Ford,Ford Endeavour 2.5L 4X2 MT,2004,400000
Ford,Ford Aspire Titanium BSIV,2017,430000
Hyundai,Hyundai EON 1.0 Kappa Magna Plus,2015,170000
Tata,Tata Tiago 2019-2020 XZ,2019,450000
Maruti,Maruti Swift ZXI,2013,350000
Chevrolet,Chevrolet Spark 1.0 LT,2011,130000
Chevrolet,Chevrolet Beat Diesel LS,2012,180000
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000
Volkswagen,Volkswagen Polo 1.2 MPI Comfortline,2015,470000
Ford,Ford Fiesta Diesel Trend,2012,200000
Mahindra,Mahindra XUV500 W8 2WD,2013,650000
Honda,Honda City 1.5 E MT,2010,400000
Maruti,Maruti Zen VXI,2000,100000
Maruti,Maruti Swift Dzire VDI,2014,409999
Maruti,Maruti Swift VDI BSIV,2018,640000
Maruti,Maruti Wagon R LXI Minor,2007,160000
Tata,Tata Indigo TDI,2013,182000
Maruti,Maruti Baleno Zeta 1.3,2018,750000
Mahindra,Mahindra Jeep MM 550 XDB,2002,150000
Maruti,Maruti Alto STD,2008,80000
Maruti,Maruti Celerio VDi,2016,240000
Maruti,Maruti Esteem Lxi,2005,60000
Maruti,Maruti Alto LX,2007,70000
Volkswagen,Volkswagen Jetta 1.9 Highline TDI,2008,285000
Maruti,Maruti Swift VDI BSIV,2015,350000
Hyundai,Hyundai i20 Active 1.4 SX with AVN,2015,699000
Ford,Ford Figo Diesel ZXI,2011,275000
Hyundai,Hyundai i20 1.4 CRDi Magna,2012,350000
Maruti,Maruti Alto LXi BSIII,2006,135000
Mahindra,Mahindra Xylo E4 8S,2010,325000
Mahindra,Mahindra XUV500 W8 2WD,2012,650000
Mahindra,Mahindra Bolero SLE,2009,300000
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000
Ford,Ford Fiesta Petrol Trend,2012,450000
Tata,Tata Tiago 1.2 Revotron XE,2019,425000
Maruti,Maruti Alto LXi,2006,150000
Maruti,Maruti Ritz LDi,2013,290000
Hyundai,Hyundai Xcent 1.2 Kappa Base,2014,335000
Chevrolet,Chevrolet Optra 1.6,2006,120000
Ford,Ford Ikon 1.6 ZXI NXt,2005,20000
Hyundai,Hyundai Getz GLS,2005,250000
Hyundai,Hyundai Santro Xing GL Plus,2008,120000
Maruti,Maruti SX4 Vxi BSIV,2010,250000
Tata,Tata Indigo LS,2012,220000
Ford,Ford Ikon 1.3 Flair,2005,61000
Maruti,Maruti Swift VDI BSIV,2016,620000
Maruti,Maruti Swift Dzire LDIX Limited Edition,2014,425000
Tata,Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000
Maruti,Maruti Swift 1.3 DLX,2015,270000
Maruti,Maruti Swift Vdi BSIII,2009,180000
Renault,Renault KWID 1.0 RXT Optional,2018,300000
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000
Fiat,Fiat Grande Punto Active (Diesel),2009,125000
Mahindra,Mahindra KUV 100 mFALCON G80 K2,2017,450000
Tata,Tata New Safari DICOR 2.2 VX 4x4,2012,450000
Renault,Renault KWID 1.0 RXL,2017,250000
